Unnamed: 0,Email Text,Email Type
14768,"search does anyone out there know the whereabout of dr peter hawkins , phonetician , late of edinburgh ( queen elizabeth college ? ) , scotland ? i am seeking him because we collaborated at one time on a self-instructional computer course in french phonetic notation . but micros have moved along and now we need one for ibm pcs . any help on either search ?",0
7381,"' de proverbio ' news hi , i have some news regarding ' de proverbio ' and i intend to keep it brief for everybody 's sake . in april the book publisher has been separated from the journal and has now its own direct url , that is http : / / info . utas . edu . au / docs / flonta / dpbooks this month i have published there the ' book of proverbs ' ( bible ) in five languages : latin , english , french , german and italian . each chapter of one language is cross-referenced with the same chapter of all the other languages . you are welcome to have a look . . . and , as there are more than 1 , 400 links in the five books , i would be grateful for any information regarding faulty ones ! i started ' constructing ' the second issue of the journal , which is due in september - october . you might be interested to read an illuminating article written by wolfgang mieder about the proverbial rhetoric in winston churchill . you can access the article directly at http : / / info . utas . edu . au / docs / flonta / dp , 1 , 2 , 95 / churchill . html or via the home page . that 's all from me for the moment . thank you for your indulgence and i hope to hear from you from time to time . ciao and best wishes , teodor dr teodor flonta tel . ( 002 ) 202321 department of modern languages ( italian ) international + 61 02 202321 university of tasmania fax . ( 002 ) 207813 gpo box 252c international + 61 02 207813 hobart tasmania 7001 australia e-mail : teodor . flonta @ modlang . utas . edu . au url : http : / / info . utas . edu . au / docs / flonta / http : / / info . utas . edu . au / docs / flonta / dpbooks",0
13296,"slow spanish accent just wondering if any of you native spanish speakers or those who have lived in central and south american spanish speaking countries know of a corrollary to the following ones for french and german . the french in france often refer to the swiss french as having very slow speech . my experience living in europe for a number of years does indicate that there is some truth to that , although i have not done any quantifiable research on the subject . the swiss germans also appear to to have a slower rate of speech than do other german speakers i know . 2 questions : 1 . do spanish speakers from central and south america refer to spanish speakers in any single country as people that typically speak slowerslower than those from other countries ? and those who faster or the fastest ? 2 . has any research been done on this subject for any of theose languages and / or for english ? please send replies directly to me at : allenjh @ cat . com or jhallen @ indiana . edu thanks jeff allen",0
2596,"glot international 3 - 4 table of contents glot international 3 - 4 editors : lisa l . s . cheng and rint sybesma < mail to : glot @ rullet . leidenuniv . nl > < http : / / www . hag . nl / glot . htm > state - of-the - article : henriette de swart on "" three approaches to discourse and donkey anaphora "" "" once we agree that we need to talk about meaning beyond the sentence level , the question arises how we can build a semantic theory that takes discourse as the basic unit of interpretation . "" column : recent issues in linguistics elan dresher on "" communicating modality "" "" let 's hope that quantificational modality does not go the way of cold fusion . "" dissertations "" the syntax of complementisers "" by anna roussou ( london , 1994 ) reviewed by george tsoulas . with a summary by the author "" syntactic dependencies in mandarin chinese "" by ning zhang ( toronto , 1997 ) reviewed by jo - wang lin . with a summary by the author books "" is this the solution or is the solution this ? "" by caroline heycock review of "" the raising of predicates "" by andrea moro ( cup , 1997 ) "" a standard in the making "" by murat kural review of "" principles and parameters : an introduction to syntactic theory "" by peter culicover ( oup , 1997 ) book notices goodies : reviewing software and hardware : "" speak audiovisually "" by stefan frisch review of "" speech lab / sprachlabor "" by ingolf franke ( media enterprise , 1996 ) conference reports : west coast conference on formal linguistics xvii report by chung - hye han workshop on government phonology in novi sad report by tobias scheer "" the number of death "" a linguistic mystery in eight installments by chris sidney tappan chapter 3 . first explorations rint sybesma holland academic graphics po box 53292 2505 ag the hague the netherlands fax : + 31 70 448 0177",0
12846,"bitbitch@magnesium.net writes:> SL> 
> SL> Misc rants about finding jobs, java vs C, what makes a good programmer, etc.
> SL> 
> 
> SL> Okay, hmm, I thought twice about this, but what the hey, jobs are hard to
> SL> come by. There's a company hiring in Mountain View, looking for a few good
> 
> 
> I give Adam an hour or so to come up with an adequate number of
> excuses as to why -this- job isn't worth it.  :)http://www.netli.com/careers/index.htm>* Along with your resume, please answer this question: What does this ï¿½Cï¿½ statement do? #define XY(s, m) (&((s *)0)->m)Besides provide job security?-- 
Karl Anderson      kra@monkey.org           http://www.monkey.org/~kra/",0
7812,re : any good news today ? i ' ve been in with kaminski and bowen all morning so i have limited feedback today . i heard we had prelim good feedback from cadwalader on pledging contracts . issue on post bankruptcy price risk issue remains . - - - - - - - - - - - - - - - - - - - - - - - - - - sent from my blackberry wireless handheld ( www . blackberry . net ),0
8348,"(You are receiving this email because you subscribed to it (honest).
For information on how to unsubscribe please read the bottom of this
email).0. INTRO.  [IBM DB2]
1. INCREASED DOWNLOAD CAPACITY.
2. AUDIO OF KERNEL SUMMIT AVAILABLE.
3. BE A SF.NET FOUNDRY GUIDE.
4. WORK FOR SOURCEFORGE.NET
5. SITE STATISTICS
0. INTROHello SourceForge.net Users,This week we've made a big announcement.  As you likely know, any
large dynamic website is powered by a database that funnels data to
the web servers serving data which ultimately gets sent to you.
These databases manage everything from user authentication, session
management, site searching, etc.  SourceForge.net is a database-
dependent website.Today we have announced that we are moving SourceForge.net to DB2,
a powerful relational database by IBM.  We are doing this because
the site continues to grow at a rapid rate, with 700 new users and
70 new projects a day, and we need a database that can handle this
growth.  We feel that DB2 can do this for us, and IBM is giving us
the resources to make this transition successful.  You can read the
press release here:http://www.vasoftware.com/news/press.php/2002/1070.htmlHow will this effect you?  In the first phase, you won't see much
difference other then the site will continue to grow and the
SourceForge.net team will be able to handle the growth.  In later
phases you will see new features on the site that take advantage of
the databases advanced capabilities.Today our mail archives have been converted over.  The rest of the
site will make the migration to DB2 in the coming months.If you have questions about this or any other aspect of the site,
please feel free to email me, pat@sourceforge.net.  I always
appreciate the feedback.Thank you for your continued support of SourceForge.net and the
Open Source Community.Pat-Patrick McGovern
Director, SourceForge.net1. INCREASED DOWNLOAD CAPACITYSourceForge.net continues to grow, and it's appetite for bandwidth
is never-ending.  Every day SF.NET serves over 300,000 files to
ensure that developers and end-users within the Open Source
community can always obtain the software released by hosted
projects, SourceForge.net maintains a network of high-capacity
download servers.  These servers are located throughout the world,
as to provide better download times regardless of which network
provider you are using, and regardless of your geographic location.Three new download servers have recently been added to our network,
further strengthening our file serving capabilities.  These latest
additions include servers hosted by:Time Warner Telecom (Wisconsin,USA);
http://www.twtelecom.com/University of Minnesota (Minnesota, USA)
http://www.umn.edu/CESNET (Czech Republic)
http://www.cesnet.cz/We thank these sponsors for their commitment to SourceForge.net and
the needs of the Open Source community.On a related note, we are looking for a mirror in Japan.  If you are
an ISP or University in Japan and are willing to spare 20Mbps for a
SourceForge.net mirror (we'll supply the hardware), please let us
know at bandwidth@sourceforge.net2. AUDIO OF KERNEL SUMMIT AVAILABLESourceForge.net now has the audio from the entire 2002 OSDN/USENIX
Kernel Summit, held in June.  Listen to the Linux kernel master
discuss such hot topics as kernel modules, virtual memory,
block I/O, database scaling, security modules, and async I/O.
You may find this audio repository at:http://linuxkernel.foundries.sourceforge.net/article.pl?sid=02/06/26/01162253. CONTRIBUTE TO SOURCEFORGE.NET! BE A FOUNDRY GUIDE!Want to contribute to SourceForge.net, but you don't know how to
code? Be a foundry guide!  Foundry guides get to hype the cool
projects that they think are worth downloading and testing.
A guide finds all the stuff on the web about their subject of
choice, and gives it prominent placement.  How do you become a
foundry guide? Go to http://foundries.sourceforge.net/; find a
topic that interests you; and send email to
foundries@sourceforge.net stating your desired topic and why you
are qualified to be a foundry guide.4. WORK FOR SOURCEFORGE.NETWe have a new position for a senior web developer available at
SourceForge.net.  We are looking for someone to help us maintain,
upgrade, and add new features to SourceForge.net.  Ideal person has
5+ years of development experience on high end, high volume
websites (3+ million page views a day).  Has a vast level of
knowledge of Internet technologies:  PHP, PostgreSQL, MySQL, DB2,
Linux, PERL, Apache, LDAP, Mailman.  A flare for design / UI is a
bonus.  SourceForge is a unique site with unique challenges.  We are
looking for someone at the top of their game.Location of Job is in Fremont, California.  Please send resume and
URL's of sites you have worked on to jobs@sourceforge.net.  Text
resumes only.  (No MS WORD files!)5. SITE STATISTICSStats: (Monday 12th, 2000)
Hosted Projects: 45,194
Registered Users: 465,530
Page Views: 3,344,708 in a single day (Monday)
Files transfered in a single day: 340,838 (Monday)
Emails sent in a single day from Mailing lists: 851,143 (Monday)
Top Ten Projects1 phpMyAdmin
http://sourceforge.net/projects/phpmyadmin/
phpMyAdmin is a tool written in PHP intended to handle the
administration of MySQL over the WWW.  Currently it can create and
drop databases, create/drop/alter tables, delete/edit/add fields,
execute any SQL statement, manage keys on fields.2 Compiere ERP + CRM Business Solution
http://sourceforge.net/projects/compiere/
Smart ERP+CRM solution for small-medium enterprises (SME) in the
global marketplace covering all areas from customer management,
supply chain and accounting.  For $2-200M revenue companies looking
for ""brick and click"" first tier functionality.3 SquirrelMail
http://sourceforge.net/projects/squirrelmail/
SquirrelMail is a PHP4-based Web email client.  It includes built-in
pure PHP support for IMAP and SMTP, and renders all pages in pure
HTML 4.0 for maximum compatibility across browsers.  It also has
MIME support, folder manipulation, etc4 TUTOS
http://sourceforge.net/projects/tutos/
TUTOS is the ultimate team organization software, a web-based
groupware or ERP/CRM system to manage events/calendars, addresses,
teams, projects,tasks,bugs,mailboxes,documents and your time spent
with these things5 JBoss.org
http://sourceforge.net/projects/jboss/
The JBoss/Server is the leading Open Source, standards-compliant,
J2EE based application server implemented in 100% Pure Java6 Firewall Builder
http://sourceforge.net/projects/fwbuilder/
Object-oriented GUI and set of compilers for various firewall
platforms.  Currently implemented compilers for iptables, ipfilter
and OpenBSD pf7 openMosix
http://sourceforge.net/projects/openmosix/
openMosix is a Linux kernel extension for single-system image
clustering.  Taking n PC boxes, openMosix gives users and
applications the illusion of one single computer with n CPUs.
openMosix is perfectly scalable and adaptive.8 CDex
http://sourceforge.net/projects/cdexos/
CDex a CD-Ripper, thus extracting digital audio data from an Audio
CD. The application supports many Audio encoders, like MPEG
(MP2,MP3), VQF, AAC encoders.9 phpChrystal - An Open Intranet System
http://sourceforge.net/projects/phpchrystal/
phpChrystal ist ein OpenSource-Intranetsystem welches vorrangig auf
Lan-Partys eingesetzt werden kann.  Vorteile von phpChrystal sind
seine Portierbarkeit, Flexibilitï¿½t und Performance, da es vollends
auf PHP, MySQL und XML basiert10 Dev-C++
http://sourceforge.net/projects/dev-cpp/
Dev-C++ is an full-featured Integrated Development Environment
(IDE) for Win32 and Linux.  It uses GCC, Mingw or Cygwin as
compiler and libraries set.More Top Projects:
http://sourceforge.net/top/mostactive.php?type=weekEMAIL LIST REMOVAL:When the SF.NET team sends out a site-wide email, we sometimes see
replies that look like this:  ""Hey!! I didn't subscribe to this list!!!
You spammer. I hate you!  I hate your dog!  (insert other colorful
phrases here)"".  The truth is, when you registered on SourceForge.net
there was a check box that said ""Receive Site-wide updates, low
volume"".  You left it checked when you submitted the registration form,
hence you are receiving this email.  We send these updates every 4 to 6
weeks, so it truly is low volume.  However if you want off, this is not
a problem.  Simply click on the link below.
==================================================================
You receive this message because you subscribed to SourceForge
site mailing(s). You may opt out from some of them selectively
by logging in to SourceForge and visiting your Account Maintenance
page (http://sourceforge.net/account/), or disable them altogether
by visiting following link:",0
13012,"fw : tw obas calling for volumetric settlement this is the final oba letter that we should be using to terminate the volumetric obas . lee will be down sometime tomorrow afternoon to review all our letters . - - - - - original message - - - - - from : pryor , tony sent : tuesday , september 25 , 2001 5 : 24 pm to : lindberg , lorraine subject : fw : tw obas calling for volumetric settlement importance : high - - - - - original message - - - - - from : pryor , tony sent : saturday , september 22 , 2001 9 : 16 am to : huber , lee cc : watson , kimberly subject : tw obas calling for volumetric settlement lee , as i mentioned on friday , the purpose of the attached letter is to terminate the volumetric obas and revert to the tariff oba to avail ourselves of the "" hammer "" in section 4 ( b ) of the tariff form ( sheet 147 ) which permits us to credit the operators ' scheduled volumes to the imbalance , ie , confiscate their gas . i ' m told that the subject obas were individually negotiated and deviate from the tariff in one way or another . they also said that these obas allow cashout , but don ' t require it , and that ' s the problem : the operators are not voluntarily paying back the gas because in many locations ( ie , san juan ) , the pipeline is full and they don ' t want to short their markets . because i haven ' t seen any of the agreements that we propose to terminate ( the tw people have just finished briefing them ) , i told the group that an attorney needs to look at each one to make sure that we cannot , in fact , force cashout . in most of them , i ' m told , cashout is at the option of the party owing the imbalance . as i also mentioned , this letter is a template ; a starting point . it must be tailored to each oba being terminated . for example , the section numbers are not filled in , and must be supplied . you will note in the second paragraph of the letter that we say , essentially , that in capacity - constrained area , if volumetric settlement is to occur , it will need to be accomplished through crediting their scheduled volumes to the imbalance . from my conversations with tw , my understanding is that most of the volumetric obas do not have a provision expressly permitting us to do that . indeed , as i mentioned above , that ' s my understanding of why we ' re terminating the volumetric obas . even if there is no provision in the subject obas for crediting scheduled volumes , my opinion is that we can offer that as an option , because that is still a way of balancing "" in kind "" , but omit the reference to the agreement ( as i have noted with brackets ) . if they don ' t want to do that , cashout is the only other option ; that ' s our way of forcing cashout . thanks for your help , and if you need help , you might ask maria or dari . however , i don ' t envision that it will take much time to do any one letter . . . . . . . . . . . . . . . . . tony",0
14117,"re : mitch robinson is out no - he cant be on my team even if you changed his mind chris calger 503 - 464 - 3735 - - - - - original message - - - - - from : kitchen , louise sent : thursday , january 24 , 2002 9 : 08 am to : calger , christopher f . ; presto , kevin m . ; oxley , david ; whalley , greg subject : re : mitch robinson is out any point in talking to him ? - - - - - - - - - - - - - - - - - - - - - - - - - - sent from my blackberry wireless handheld - - - - - original message - - - - - from : calger , christopher f . to : presto , kevin m . ; kitchen , louise ; oxley , david ; whalley , greg sent : thu jan 24 11 : 02 : 40 2002 subject : mitch robinson is out got him what he asked for . he said done . he flaked . does not want to work for a "" trading company "" . chris calger 503 - 464 - 3735",0
14075,"The following was personal correspondence between two people.  I can't
fathom how Razor thinks it is spam:>
> We are struggling with the decisions related to wether or not to
> go ahead with our plans to purchase an OCR and forms
> scanning solution.
>
> An outside consultant mentioned that he had heard that not to
> long ago you folks were considering implementing OCR
> technology to reduce data entry costs and improve efficiency.
> If you could let us know if you did move foreward with any
> plans in that direction it would be of great help to us. May I ask
> what initialy prompted you to consider OCR? Did you decide it
> could help your compamy? What software did you go with?
> Would you recomend we take a look at it?
> At present we are still planning to continue our research until
> we decide which OCR system best suits our needs, then
> implement it quickly.
>
> If you are just starting to consider this
> technology feel free to stay in touch. We will let you know what
> we decide on and if it works for us.
>
> If you cannot advise on this please forward this E-mail to the
> proper individual in your company who might be able to help with
> this.
> Thanks,
> Jay
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",0
7654,"On Mon, 2002-08-19 at 22:34, Angles Puglisi wrote:
> Matthias Saou (matthias@egwn.net) wrote*:
> >Then why bother : The new Red Hat Linux beta ""(null)"" is now available and
> >should be announced anytime now. It contains rpm 4.1-0.81.
> 
> Ahhh ... this is funny. Last night I upgraded to Limbo II (.93).
> 
> Installed Limbo II kernel, Installed libstdc++ from rawhide (rpm -ivh) so the
> newer apt would work, told apt it is OK to have multiple of libstdc++, copied
> the actual rawhide ""libstdc++.so.5.0.0"" file to another directory, removed that
> rawhide libstdc++ package, installed (rpm -ivh ) the Limbo II libstdc++ package
> (new apt does not like it), make that symlink ""libstdc++.so.5"" point to that
> rawhide file I moved earlier.You can just recompile the apt source RPM, if it's the newer one. (Such
as mine). There's no dependancies on libstdc++ other than binary ones.Currently on release dwd2, which I'm using on my home rawhide box.
(Obviously not production, since the old apt works fine on production
boxes).Now... Does anyone know of a good way to delete ""old"" RPMS from a
directory containing both ""new"" and ""old"" RPMS? Say I have
blurb-0.1.0-1.i386.rpm, blurb-0.1.0-2.i386.rpm, and
blurb-0.1.1-1.i386.rpm, and want to remove the blurb-0.1.0-* because of
the presence of blurb-0.1.1-1? Anyone have a convenient script?Dave.
_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",0
15080,"great fun trying to find a dumb ADSL modem with Ethernet presentation, everybody wants to sell routers but I intend on doing pppoe from another device, something with more than one Ethernet port would be nice. anybody got any recommendations ?Uly----- Original Message ----- From: To: Cc: Sent: Monday, October 07, 2002 10:35 AM Subject: Re: [ILUG] adsl router modem combo > It seems to only support PPPoA and not PPPoE. You need one that supports > PPPoE, if you want torun it in routed IP mode. If you are using it as a > bridge, it'll probably work, but you'd be left leaving the computer on, > which would defeat the purpose of getting a router. > > The best router I've come accross is the Zyxel 643. Eircom supply this, > but if you have alook online you can probably find it cheaper to buy > online from America or the UK. > > Hope this is useful, > Joe > > > -- > Irish Linux Users' Group: ilug@linux.ie > http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. > List maintainer: listmaster@linux.ie >-- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie",0
5368,"hello vince vince , two things . do you have any comments on the interview document ? second , i want to submit a proposal to the european financial management association meetings for next may based on our paper . the meeting is in may and is held in paris . hope you can come ( assuming the program committee likes our proposal - - i won the best paper award at last year ' s meeting so maybe we can do it again ) . looking forward to hearing form you so i can get bob ' s response to the questions . john john d . martin carr p . collins chair in finance finance department baylor university po box 98004 waco , tx 76798 254 - 710 - 4473 ( office ) 254 - 710 - 1092 ( fax ) j _ martin @ baylor . edu web : http : / / hsb . baylor . edu / html / martinj / home . html",0
353,"making sense of language series making sense of language series series editor : a / prof jill burton making sense of functional grammar the introductory workbook for every teacher linda gerot and peter wignell this workbook is the most innovative workbook available in systemic-functional grammar . designed to be used by teachers and teacher educators coming to grips with functional grammar , it also is the essential textbook for introductions to bachelor or masters degree level courses . it answers your questions about functional grammar and genre , how to describe the language used in your classroom , how to teach about differences in spoken and written language , how to increase students ' awareness of how language is used , and much more . isbn 0 646211 60 9 , pb 268p , aud $ 24 . 95 plus freight , trade welcome . making sense of text the contexttext relationship linda gerot volume 2 explores whole texts with reference to lexicogrammar , and how genre , field , tenor , mode and ideology contribute to our understanding of spoken and written texts . readers will learn how to apply the grammar to contrasting texts through the author 's analysis of a range of authentic material from a variety of contexts . although it builds on volume 1 , readers new to this kind of grammatical explanation can still use this volume as an introduction to systemic-functional grammar . the book will assist any reader 's understanding of the all-important contexttext relationship . isbn 0 646241 44 3 , pb 152p , aud $ 24 . 95 plus freight , trade welcome . for further information and orders for this latest teaching resource , contact your local educational book seller ( please give them our contact details ) , or the publisher directly ( we dispatch daily , word-wide ) : gerd stabler , aee publishers po box 5806 , gold coast mail centre queensland 9726 , australia tel : 07 5562 1130 , fax : 07 5562 1140 mobile : 041 923 1998 e-mail : aeegerd @ onthenet . com . au volume 3 , making sense of teaching reading also by dr . linda gerot is forthcoming and should be available late 1998 . please record your interest in this title , and we will notify you the moment it is available and deduct a 20 % discount especially for you when ordering volume 3 . in the meantime , please enjoy volume 1 and 2 , bestsellers on both sides of the horizon . additionally , we are looking for new authors to contribute to this series : making sense of language please contact the publisher : aee ( aeegerd @ onthenet . com . au ) thank you united states clients may like to contact : dominie press , inc 1949 kellogg ave , carlsbad ca 92008 tel . 619 431 8000 , fax . 619 431 8777 e-mail : rayuen @ dominie . com canadian clients should contact : pippin publishing c / - general distribution services 325 humber college blvd toronto , ontario m9w 7c3 tel . 416 502 1262 , fax . 416 502 1101 middle east , please contact : the kuwait bookshop co ltd po box 2942 13030 safat kuwait tel : 965 242 4266 & 242 4289 fax : 965 242 0558 uk clients : we need your help , please ! to - date we have been unable to locate a bookseller to distribute these titles in the uk and beyond . thank you for your time and interest .",0
10490,"> Yes, I think some others, (mgm?) have spamtrap data in there too.
>My corpus is about 50% spamtrap spam at any given time. Let me know if I
should leave that out next time, I do keep it separate. My spamtraps are
pretty clean of viruses and bounce messages most of the time.--
Michael Moncur  mgm at starlingtech.com  http://www.starlingtech.com/
""Lack of money is no obstacle. Lack of an idea is an obstacle."" --Ken Hakuta
",0
5520,"conference on the french verb a u c o m m e n c e m e n t e t a i t l e v e r b e . . . a one-day international conference on the morphology , syntax , and semantics of the french verb at the maison francaise d ' oxford norham road , oxford , uk saturday , 28 november , 1998 , 1000 - 1700 sponsored by st . catherine 's college , oxford , the society for french studies , and the association for french language studies papers include : absolutely perfect : what is the status of the futur anterieur ? dulcie engel ( university of wales , swansea ) inflectional ambiguities : a feature-checking approach michael allan jones ( university of essex ) the selfish morpheme : the history of the perfect root in french ( and occitan ) martin maiden ( university of oxford ) the syntactic and semiotic status of direct quotes maj-britt mosegaard-hansen ( university of copenhagen ) la semantique du passe compose en francais contemporain : pour une representation unifiee marie-eve ritz ( university of western australia ) does french have a relative past tense ? raphael salkie ( university of brighton ) le statut de la forme zero du complement d ' objet direct en francais moderne lene schosler ( university of copenhagen ) the modality conspiracy john charles smith ( university of oxford ) there will be a conference fee of # 16 ( students # 10 ) , which includes lunch , morning coffee , and afternoon tea . it is hoped to arrange an informal dinner ( at extra cost ) after the conference for those interested . cheques , made payable to "" st . catherine 's college "" should be sent to john charles smith , at the address below . for further details , contact : john charles smith , st . catherine ' s college , oxford ox1 3uj , uk email : johncharles . smith @ stcatz . ox . ac . uk",0
13824,"digital recorders a couple of weeks before the break i posted a message asking for information about portable digital recorders for phonetic / phonological fieldwork . since a couple of people told me that they were interested in knowing the results of my inquiry , here is a summary of the replies : several people who replied to me recommended sony recorders , in particular the tcd-d7 or the tcd-d10 . i am told that these machines are somewhat expensive . it appears that there is a cheaper but still adequate machine produced by jvc : jvc xd - p1 pro bk . the sony mini disc portable recorder mz - 1 was also highly recommended . thank you to everyone who replied to me : maquela brizuela , rianne doeleman , hannes pirker , ingo plag , stephanie maietta and alex francis . ( sorry if i am forgetting someone 's name ) . jose ignacio hualde dept . of spanish , italian , and portuguese 4080 flb univ . of illinois , urbana , il 61801 jihualde @ ux1 . cso . uiuc . edu",0
9017,"dave n out until july 5 th i will be taking a sabbatical beginning any moment . i have no control over the exact time ; it may have already happened . i plan to visit the mountains and the ocean . they miss me . i miss them . unfortunately , enron requires employees to use vacation time instead of inner self time , so i will have to return someday . looks like july 5 th . i ' m kind of bummed about it , but maybe by then i will have transcended to a new plateau of understanding . in my absence , contact milind patil , x 39247 for unify performance issues . thanks for understanding , the persona formerly known as dave ( the keyboard can no longer be used to spell my new name )",0
16308,"fw : lisa ' s # ' s - - - - - original message - - - - - from : hanson , kristen j . sent : thursday , december 20 , 2001 9 : 41 am to : baumbach , david subject : re : lisa ' s # ' s dave , guess i had some misinformation on the type . per yvette , the platelets or cells in darren farmer ' s blood were the match and the blood type was secondary . i ' m not sure how it works , but darren is definitely the guy . i have a call in to lisa to clarify this . kris - - - - - original message - - - - - from : baumbach , david sent : thursday , december 20 , 2001 9 : 00 am to : hanson , kristen j . subject : re : lisa ' s # ' s funny . . . when i talked to daren , he said he was a + . could it be daron giron ? - - - - - original message - - - - - from : hanson , kristen j . sent : thursday , december 20 , 2001 8 : 04 am to : baumbach , david subject : lisa ' s # ' s hi dave , thanks for offering to talk to darren about lisa & christopher . lisa can be reached at home at 281 - 296 - 0788 or cell 713 - 443 - 4523 . i ' m sure she can fill in the details on how to have the blood credited to her account . anyone else you know of who has b - blood and would like to give would be much appreciated ! kris",0
2198,"sum : glosses with latex i got quite a number of replies to my query about latex style packages for linguistic glosses . the most widely used and perhaps best solutions ( my humble opinion ! ) are : covingtn . sty gb4e . sty , including cgloss . sty , a derivative of covingtn . sty both packages are available on ctan - servers ( latex users probably know what / where that is , otherwise try e . g . ftp . dante . de or www . dante . de ) . gb4e . sty redefines circumflexes and underline which may not be desired ( e . g . if you use esperant . sty ) . hope this information is useful . martin haase - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dr . martin haase mhaase @ dsouni1 . rz . uni-osnabrueck . de universitaet osnabrueck fb 7 phone : ( + 49 541 ) 969-4340 de-49069 osnabrueck fax : ( + 49 541 ) 969-4256 http : / / hal . cl-ki . uni-osnabrueck . de / ^ haase / ( ^ = tilde = % 7e ) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",0
10712,"re : meter 984132 for 1 / 16 / 99 karen / sherlyn , gary has placed this in daren ' s lap . please read the below information that was requested of me from daren . this is the latest . i ' ll get back as soon as i hear from daren again about my response to him . - jackie - 3 - 9497 - - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 08 / 24 / 2000 08 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - - jackie young 08 / 23 / 2000 04 : 27 pm to : daren j farmer / hou / ect @ ect cc : subject : re : meter 984132 for 1 / 16 / 99 on day 5 in mops ( hpl / ena ) there is a delivery nom of 10 . 0 pathed to the ena 201 k . on day 16 in mops ( hpl / ena ) there is not a deal ( which is strange because day 16 in pops references adonis ) . the deal on the 5 th was a swing deal . daren j farmer 08 / 23 / 2000 12 : 59 pm to : jackie young / hou / ect @ ect cc : subject : meter 984132 for 1 / 16 / 99 jackie , what does mops show for the days in question ? it would be incorrect to add any days to the adonis ticket mentioned below . it sounds as if the meter was allocated incorrectly in pops and / or a deal was not pathed correctly in mops . let me know what you find in mops . d - - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 08 / 23 / 2000 12 : 54 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : gary w lamphier 08 / 22 / 2000 02 : 51 pm to : daren j farmer / hou / ect @ ect cc : subject : meter 984132 for 1 / 16 / 99 - - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 08 / 22 / 2000 02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : sherlyn schumack 08 / 22 / 2000 02 : 07 pm to : jackie young / hou / ect @ ect , karen lindley / corp / enron @ enron cc : gary w lamphier / hou / ect @ ect subject : meter 984132 for 1 / 16 / 99 here is the issue for 1 / 16 / 99 at meter 984132 . 20 , 000 mmbtu were confirmed for adonis in pops . 10 , 000 mmbtu on day 5 and day 16 . day 16 is not valid for deal 51862 ( track id 6155 ) , which is where 10 , 000 was confirmed . the actual sale to adonis was 10 , 000 which was invoiced and paid by adonis . we are trying to clear the feedback error report . my question is why was 10 , 000 confirmed on 1 / 16 / 99 if the date is not valid for the deal ? when karen allocates the actual 10 , 000 it is prorating 5 , 000 for each day that is confirmed ( the 5 th and 16 th ) . should the whole 10 , 000 be allocated to the 5 th or should 5 , 000 be allocated to each day ? if 5 , 000 should be allocated to each day , the 16 th needs to be added to the deal .",0
